Obec trvaleho pobytu;Miesto pracoviska (obec);Periodicita dochadzky;POCET
505897;529460;1;1
505901;505820;1;31
505846;513296;2;1
505901;506001;1;26
505871;506125;1;1
505889;528595;2;1
505889;505820;1;1
506401;507440;1;126
506427;505919;1;19
506265;505897;2;1
506265;528595;1;6
506303;505820;1;33
556459;529371;1;1
506427;507679;1;2
506516;506206;2;1
506257;506257;1;20
506443;513016;1;1
506257;000000;1;1
506346;506001;2;1
506346;556572;1;1
556459;000000;1;2
505315;513989;1;129
506524;506133;1;1
506524;509221;2;1
506583;506524;1;1
506583;509451;2;1
506346;000000;1;1
506109;000000;1;16
506125;506257;1;2
506184;506061;1;1
505994;506338;2;2
506052;999999;2;1
506125;506583;1;6
505919;506401;1;2
506109;556459;1;1
506061;506184;1;1
506001;506583;2;1
505315;513911;1;11
505315;581704;1;1
505315;514292;2;4
505315;503011;2;2
505315;507440;2;2
505315;505820;2;8
556441;999999;1;2
505315;529311;2;3
505315;500704;1;1
542962;513989;2;2
543004;505439;1;5
542733;556416;1;3
580449;999999;1;5
580449;513881;1;6
542962;529346;2;1
505315;556149;1;2
542733;543047;2;2
580449;514454;1;2
580449;529354;1;1
580449;505706;1;1
556416;505731;1;10
580449;543047;1;1
505463;513881;1;5
505323;529320;1;1
505323;514292;1;2
543047;513881;1;4
512842;999999;2;278
505307;505200;1;1
556246;505048;1;1
543047;507156;2;1
543055;999999;2;1
505307;543071;1;1
505307;505820;2;2
505170;500011;1;1
543055;529389;1;3
505307;529389;1;1
556173;505455;1;2
543047;505803;1;1
505731;999999;1;3
505315;510262;1;2
505315;514373;1;2
505315;504769;2;1
512842;529389;1;10
512842;512966;1;15
505803;542652;1;22
505803;529371;2;5
512842;504009;1;2
512842;507857;1;1
512842;529311;2;2
513172;512842;1;152
513466;000000;2;31
546640;513156;1;3
512915;999999;1;2
513601;546640;1;30
512966;513083;2;5
513083;529320;1;1
580856;529320;1;1
513466;557935;1;1
513466;512036;2;1
513881;514331;1;87
513881;514373;1;136
513881;529389;2;8
513881;513962;1;9
513881;512605;1;1
513784;513784;1;14
513563;513610;2;5
513601;508179;2;2
513687;512842;2;3
513563;518913;1;1
557595;512842;1;25
513687;513156;1;1
513563;517461;1;1
513741;507563;1;1
513563;528595;2;1
518913;512036;2;1
558222;558222;1;3
513687;513172;1;1
513881;558354;2;1
513881;542652;2;2
513903;000000;1;83
513911;514454;1;121
513911;514268;1;123
513903;514136;1;4
513881;545741;1;1
513946;514268;2;8
513962;514110;1;4
513954;542652;1;1
513989;542741;1;1
513954;514420;1;3
513989;505692;1;1
513962;999999;1;3
513997;505315;1;3
513997;500011;2;2
513997;517038;1;2
513997;529494;1;1
513997;506281;1;1
514071;513989;1;3
514071;514373;2;5
514144;514420;1;10
514128;529320;1;1
514080;529443;2;1
514080;513903;2;1
514128;517402;1;3
514071;529346;2;3
514071;529371;1;3
514110;506338;2;1
514098;505820;1;1
514233;529371;2;2
514233;514110;1;3
514225;500011;1;4
514209;000000;1;41
514217;513938;1;1
514187;508438;1;1
557706;513989;1;1
514233;514071;1;1
514241;514373;1;1
557714;529397;2;1
514039;512729;1;1
514063;528595;2;1
514039;514039;1;13
514004;514292;2;2
514004;580449;1;1
514063;529320;1;2
514021;514331;1;1
514071;506745;1;1
514322;514322;1;27
514331;514225;1;50
514284;510998;1;1
514331;514331;2;8
514268;528595;1;9
514284;506745;2;1
514268;514225;1;1
514268;517402;1;2
514314;513946;1;1
514268;509060;2;1
514284;500011;1;1
513610;505820;1;34
513610;557447;1;79
513610;513377;1;27
513610;518158;1;1
513610;529311;2;1
513610;526355;1;1
513610;504581;1;1
512851;529346;2;6
512851;513296;2;4
557439;506567;1;1
512851;513300;1;6
513610;502863;2;1
513610;514420;2;1
512851;513326;2;1
514438;513881;1;43
514357;513881;1;125
514349;514454;1;16
514373;500011;1;1
514454;514268;2;15
514373;514225;2;2
514381;501239;1;1
514420;507440;1;1
514454;514110;1;1
514373;503592;1;1
514373;526355;2;1
514390;517402;1;1
513121;513024;2;2
557501;513121;1;6
512940;528595;2;1
512940;500348;1;2
513318;529371;1;1
557439;000000;2;4
557692;512036;2;1
557439;513016;1;1
505820;545686;1;19
505820;508217;2;2
505820;506591;1;12
505820;505838;1;16
505820;506001;1;6
505820;508179;1;6
505820;507032;2;1
557498;513610;1;72
513342;513814;1;3
513342;513342;2;22
513377;513377;2;1
513407;529460;2;1
513776;506338;1;1
513776;529320;2;1
557471;513440;1;1
505820;518158;1;6
505820;505480;2;1
505838;512036;2;1
505943;529389;1;3
505943;506036;1;8
505854;999999;2;2
506010;505820;2;2
506036;556475;1;1
506010;508438;1;1
505820;558320;2;1
505820;527106;2;1
506133;506087;1;4
545686;507440;2;1
506095;999999;2;2
506087;508179;1;1
506281;542652;1;1
506087;517402;1;2
506095;506559;1;1
545686;506001;2;1
506036;506133;1;1
506087;506231;1;1
506567;506559;2;1
506559;513440;1;70
506559;506567;1;5
501026;501026;2;1028
506605;513598;2;1
506567;505978;1;1
506591;545741;1;1
506532;505820;2;13
506532;505854;1;2
506605;506605;2;3
506567;528595;1;2
506532;513881;1;1
506532;509132;1;1
506605;999999;2;1
545741;506168;1;3
506648;505072;1;6
501026;529494;2;4
506648;999999;2;2
506371;506656;1;14
506478;506010;1;1
506281;508438;2;1
506281;513440;2;2
506478;509914;2;1
506290;528595;1;1
501026;501301;1;12
501034;500011;2;2
501395;501140;2;3
501140;999999;1;14
501140;528595;1;9
501395;501328;1;1
501107;529338;2;1
580911;501433;1;4
501140;529320;1;10
501093;999999;2;9
501093;501930;1;1
501077;503100;1;1
501093;501573;2;1
501158;501255;1;4
501158;503011;1;1
501239;501034;2;1
501212;000000;1;7
501239;529320;2;3
501204;501174;1;1
501255;501395;2;2
501263;501212;1;1
501212;999999;2;4
501221;501026;1;5
501280;529346;2;3
501328;999999;2;12
501280;510386;2;1
501280;503029;2;1
501409;529371;2;1
501280;516589;1;1
501280;529311;2;1
501280;513881;2;1
501301;529320;2;1
501336;529443;2;1
501191;501026;1;14
501191;529460;2;2
501204;514071;2;1
501425;501425;1;234
501361;501301;1;3
502031;502201;1;6
502031;518808;1;3
502031;529389;1;9
501361;501069;1;1
501361;529371;2;1
501417;529311;2;1
501425;506583;1;1
501425;501328;1;1
502031;502570;1;9
502031;502782;2;7
502031;529397;2;3
502031;500909;1;1
502031;502821;2;2
502120;516589;2;1
502057;529320;2;1
502120;502413;2;2
502073;502782;1;5
581895;502782;1;37
581895;502278;1;1
502197;502031;2;12
502057;000000;2;1
502103;502979;1;4
502189;502031;1;5
502057;500968;1;2
502154;529354;2;1
502154;501280;1;1
502677;502031;1;22
502502;502588;1;1
502588;581160;2;4
502421;529427;1;2
502499;518387;1;1
502511;501158;2;1
502430;502863;1;6
502537;999999;1;1
502472;503665;1;1
502472;529371;2;1
502421;500925;2;1
502413;500011;2;1
502448;518808;2;1
502430;502995;1;1
502596;502596;1;38
502642;502928;1;2
502669;529346;2;2
502669;529389;2;1
502693;000000;2;4
502596;502031;2;7
502618;502049;1;3
502677;503011;1;1
502634;502693;1;1
502634;502413;1;3
502693;516589;2;1
502642;529397;2;1
502332;502421;1;3
502367;529371;1;1
502367;502782;1;16
502227;502464;1;1
502260;502260;2;6
502375;503584;1;9
502227;501026;2;2
502227;503584;1;9
502251;502456;1;2
502367;518808;2;1
502286;518387;1;2
502227;503258;1;1
502286;502031;2;1
502251;503011;2;1
502324;502031;2;4
502383;529397;1;1
502294;502979;1;1
502782;557757;1;1
502766;581160;1;14
502766;508233;2;1
502715;999999;1;1
502821;502260;1;1
502847;502847;2;6
502731;503177;1;1
502782;502413;1;2
502740;518387;2;2
502910;502677;1;1
502936;502413;1;38
502979;000000;1;2
502863;000000;1;38
502910;529320;1;1
581160;581160;1;44
502928;502278;1;1
502987;529346;1;4
502928;518158;1;1
500011;500232;1;21
502995;580937;1;5
502995;999999;1;2
502995;502715;1;1
500011;529443;2;5
500011;507032;2;2
500011;555789;1;2
502804;502987;1;67
502821;503584;1;1
502821;528021;2;1
502898;502693;1;9
502821;529389;1;2
500011;507440;2;10
500011;500101;2;3
500011;505820;2;5
500011;513407;1;1
500011;507938;2;1
500011;500844;1;6
500011;504068;1;1
500011;529427;1;1
500011;500321;2;2
500011;518344;2;1
500011;508071;1;1
500020;000000;2;2
500020;500640;1;2
581623;500011;2;9
500046;507172;1;4
500046;506583;1;1
545589;500968;1;2
500160;502979;1;1
500046;500011;2;10
500356;000000;2;6
558320;000000;2;4
581623;500828;1;1
500071;580899;1;5
500101;500020;1;1
581623;504025;2;1
580899;580899;1;220
500470;500933;1;129
500402;555959;1;1
500381;529419;1;1
555959;500062;1;1
558320;529362;1;2
500402;529443;1;1
500402;502413;2;1
500232;529320;1;1
500712;580899;1;2
500674;000000;2;17
556696;500194;2;1
556696;500453;1;1
556696;529397;1;1
556696;529435;1;2
500640;507172;1;1
500780;500011;1;56
500844;500844;1;36
500518;000000;2;2
555860;500887;1;1
581691;000000;2;1
500798;500011;1;3
500887;529460;2;2
555967;502936;1;1
500895;517097;1;1
500887;508438;1;1
556785;500011;2;3
500577;000000;2;1
555908;999999;1;1
500569;502413;1;1
580899;500887;2;1
545635;558320;1;3
500534;513881;1;1
500933;500011;2;32
503011;503592;2;12
503011;503240;2;1
503011;599816;1;2
503011;508209;1;1
500992;580899;1;2
500941;542733;1;1
503011;510262;2;2
500950;503011;2;1
503011;504998;2;1
503053;999999;2;8
503053;502031;2;4
503177;503177;1;827
503185;503584;1;91
503151;502031;1;6
503151;503070;1;5
503223;503223;1;44
503231;999999;1;28
503118;999999;1;1
503169;529346;2;2
503134;503479;1;8
503151;529389;1;2
503177;529389;2;1
503118;503177;1;2
503151;529320;1;2
503177;503649;1;1
503177;501280;1;1
503177;529311;2;1
503151;518158;2;1
503185;528595;1;1
503266;502413;2;2
503274;503274;1;192
503193;501280;1;1
503207;999999;1;7
503193;514268;1;1
503193;502863;1;1
503240;501433;1;1
503215;504017;2;1
503274;503584;1;1
503274;529338;2;1
503282;503011;1;137
503266;529389;2;1
503193;506745;1;1
503266;500062;1;1
503070;508233;2;3
503029;000000;2;2
503029;503665;2;2
503088;582361;1;1
503096;501280;1;1
503061;501212;1;1
503045;508217;1;1
503070;503151;1;4
503045;508179;1;1
503037;503231;2;1
503088;501395;2;1
503096;503584;1;1
503045;503380;2;1
503398;500011;1;24
503398;528595;2;6
503282;529320;2;4
503282;529397;1;1
503282;529371;2;3
503452;529362;2;18
503339;503339;2;3
503363;507440;1;1
503347;503240;1;1
503282;506745;2;3
503282;517402;2;2
503363;500470;2;1
503398;556050;1;3
503398;502031;1;3
503398;500968;1;1
503282;503045;1;1
503321;500933;2;2
503321;529311;1;1
503321;529397;1;3
503347;508217;1;1
503363;508233;1;1
503398;502031;2;1
503576;503584;1;9
503495;529371;2;5
503568;503339;1;2
503487;999999;2;2
503541;503525;1;1
503517;503185;1;1
503517;529460;2;1
503525;000000;1;1
503550;529371;1;1
503568;508217;1;1
503568;503240;1;1
503584;511765;1;1
503584;503525;2;8
503584;503550;2;2
503584;508438;1;3
503584;502324;1;1
556092;529320;2;1
556092;503401;1;2
556092;529338;2;1
503479;501140;1;1
503398;503665;1;2
582361;529346;1;1
503479;508179;2;1
503401;503185;2;1
503401;508179;2;1
503452;501280;1;1
556092;529354;1;1
503592;503321;1;20
503592;503363;1;4
503606;507997;2;1
503592;501140;1;1
556050;529371;1;2
503606;506745;2;2
503592;529338;2;4
503606;529443;2;2
503649;501204;1;58
504025;529419;2;11
504025;529346;2;47
503649;529320;2;5
504025;529460;2;11
504025;529435;1;5
504025;529443;2;3
556025;503584;2;1
504025;517402;1;6
504025;507938;1;9
504025;529494;1;3
504025;507156;2;1
504025;504131;1;2
504025;504149;2;2
503380;000000;1;18
503614;529320;1;17
503614;529311;2;2
503614;529320;2;19
503631;529389;2;2
503614;529371;2;2
503614;507440;1;1
503380;529311;1;2
503711;529389;2;4
555878;500011;1;75
503886;503886;1;107
500739;500011;2;6
500241;529460;1;2
503711;503771;2;1
500241;518913;2;1
504190;504190;1;131
504998;999999;2;73
504998;508179;1;4
504068;529371;1;14
504092;504017;1;3
504165;529320;1;7
504190;503665;2;2
504190;529371;2;4
504998;529371;2;7
504165;501735;1;1
504068;529460;1;4
504165;501433;1;1
504165;503924;1;1
504068;500011;2;4
504068;507903;1;1
504092;504050;1;1
504998;529397;1;18
504998;517461;2;1
504998;542652;2;4
504998;542717;2;3
504998;529435;2;9
504998;581658;2;5
504998;556297;1;6
503711;529346;2;1
542792;505714;1;3
504998;505021;1;1
543101;504998;1;167
542971;529397;2;2
505021;529346;1;3
505048;505048;2;13
543110;505421;1;1
543071;514268;1;2
542954;505137;1;1
543063;543039;2;1
543101;529346;2;1
556149;529320;1;2
505048;556262;1;17
505048;529320;2;2
505048;529401;1;2
543063;500046;2;1
505048;505498;1;1
505226;529371;2;1
505251;528595;1;1
505404;529320;1;4
505226;529460;2;1
505242;529346;1;3
505226;581704;1;1
505242;542733;1;3
505374;581305;1;2
505421;507491;1;1
505234;542717;1;4
505421;000000;2;3
505421;507440;2;25
581305;999999;2;2
505374;529354;2;1
505421;505242;1;3
556211;505421;2;1
542881;504998;2;9
542938;500011;1;27
504998;556220;1;1
556351;505315;1;9
542695;582387;1;3
556351;500011;1;1
542717;528595;1;6
542792;504998;2;3
556297;505374;2;1
542717;508217;2;2
542938;528595;1;1
556297;542652;1;2
556297;999999;1;1
504998;543039;1;1
500968;500127;1;10
556238;506001;1;5
505617;505617;1;33
505641;542954;1;6
505714;505714;2;18
500968;502413;2;28
580457;505617;1;1
505536;500011;1;1
505561;505714;1;1
505498;512842;1;1
500283;508063;1;1
500968;502031;2;8
500151;507440;1;2
500585;502413;1;25
500062;580899;1;1
500151;529346;1;2
500607;502031;1;6
500062;500062;2;4
500968;500585;1;4
500283;500305;1;3
500968;500810;2;1
500968;508829;2;1
555916;529354;2;1
500968;580899;1;3
500283;529346;2;1
500968;506311;1;1
500305;999999;1;4
500364;528595;1;2
500500;500968;2;20
500542;500542;1;24
500828;521671;1;1
500500;599328;1;1
500305;529362;2;1
500658;512842;2;1
500364;529460;2;1
500461;502031;2;4
500658;557358;2;1
500747;529320;2;4
500429;999999;1;1
500305;502413;2;1
500721;514268;1;2
500658;500933;1;1
500364;501026;2;1
500585;502863;2;1
500542;529346;2;1
505757;507440;1;25
505749;500011;2;1
505773;000000;1;1
500909;500933;1;21
500984;000000;2;4
500755;500933;1;69
500836;500011;1;16
555932;529320;1;1
500925;503592;1;1
517305;502863;1;35
517305;517381;2;1
500828;529362;1;1
500810;529435;1;1
500810;517097;1;3
500755;500151;1;1
517623;529346;2;1
517674;517674;2;8
517691;512842;1;15
517861;529389;2;2
581984;000000;1;13
517623;000000;1;6
517623;517593;2;1
517992;000000;2;2
581984;529397;2;2
517691;517488;1;1
517631;518018;1;1
518018;513016;2;1
518085;505820;1;1
518085;502031;1;1
518018;557447;1;1
509132;529397;1;8
517461;529460;2;4
517461;518158;2;2
517461;529346;1;1
517461;518808;2;1
509132;518042;2;1
509132;506966;2;1
509132;517593;2;2
509132;508497;1;1
509248;529320;1;4
509159;000000;1;21
509213;509230;1;5
509311;504581;1;1
509159;528595;2;9
509167;509256;1;4
509159;509299;1;3
509183;509256;2;6
509159;509493;2;6
509213;512842;2;2
509213;508438;1;1
509183;509264;2;1
509221;509159;1;1
509299;510998;1;1
509248;509345;2;2
509337;509451;1;2
509248;509272;2;1
509299;509159;2;1
509248;529371;1;1
509361;509515;1;4
509477;509477;2;12
509400;509477;2;1
509400;598682;2;1
509396;509311;1;4
509396;508179;1;1
509396;509345;2;1
509400;506745;1;1
509540;509957;1;182
509493;509159;1;21
509507;509493;2;3
509485;999999;1;91
509507;509868;2;1
509493;503436;2;1
509507;513989;1;1
509515;517402;1;24
509531;000000;2;28
509531;509477;1;18
509540;509744;2;6
509531;510386;2;1
509540;510734;2;2
509515;502031;2;1
509531;513610;2;1
509540;509787;1;9
509531;518808;2;1
509485;509299;1;8
509507;529419;1;1
509477;510726;2;1
509477;529320;2;8
509477;509400;2;1
509701;517402;1;1
509671;509540;1;67
509698;999999;2;12
509540;510211;2;3
509540;510017;1;8
509922;509701;2;4
509957;598186;1;1
509965;510106;1;1
509973;509973;1;62
509973;510211;1;1
509256;509248;1;32
509256;999999;2;165
509973;528595;1;3
509256;509426;1;20
509957;529346;1;4
510017;510017;2;3
510211;509922;1;1
510254;510211;2;1
509973;557358;2;1
509922;518158;2;1
510009;517402;1;1
509957;509671;2;1
509256;508179;2;1
509205;529494;2;1
509256;509264;2;3
509256;508063;1;1
509761;509957;2;3
509787;509833;1;1
509639;509761;1;2
509744;512681;1;4
509744;517402;1;3
580813;510211;1;1
509701;529346;2;1
509639;507440;1;1
509710;510998;2;1
509825;512036;1;1
509639;529435;2;1
509281;509281;1;6
509469;509256;1;41
509175;509175;2;1
509426;517402;1;161
509426;509256;1;110
509302;509299;1;1
509264;580791;1;1
510262;528595;2;9
510262;508438;1;37
510262;510181;1;1
510262;506338;1;1
510262;529338;1;1
510262;509132;2;1
510262;510963;1;1
580791;528595;1;2
509434;509434;1;15
510262;516589;1;1
580791;580791;2;7
580791;509302;1;2
509302;509248;1;2
509426;507440;2;1
558281;510858;1;4
510327;510386;2;1
510327;999999;2;3
510335;000000;1;1
510327;560103;1;1
510271;510751;1;1
510327;510670;1;1
510262;507938;1;1
510335;529346;2;1
511145;510262;1;90
510793;000000;1;7
510751;510505;1;11
510726;510301;1;2
511099;510726;1;15
510726;580287;2;1
510726;508497;1;1
510777;511196;1;3
510793;508560;1;1
510831;510386;2;1
510831;510831;1;2
511013;511153;1;1
510963;509744;1;1
511153;510386;1;1
510904;510262;2;11
511170;598224;1;1
511013;511196;2;1
511072;510599;1;1
510611;529320;1;1
510416;510301;1;1
510611;511188;1;1
510581;510386;1;1
510467;510726;2;4
510521;510521;2;5
510505;510521;1;2
510611;523381;1;4
510696;529346;1;1
507393;511196;1;2
510611;510564;1;2
507393;507393;1;3
510459;509876;1;1
510408;504572;1;1
512036;510998;2;8
512036;500011;2;6
512036;510815;2;3
512036;512508;1;4
512036;529389;1;9
512036;514241;2;1
512036;598186;1;3
512036;501433;1;1
512036;508667;1;1
512711;557358;1;78
512435;512435;1;41
512508;512648;1;34
512486;509744;1;3
512354;512621;2;1
512613;557358;1;5
512613;508438;1;1
512419;512419;1;1
512541;512729;1;3
512648;512079;1;2
512389;529320;1;1
512613;000000;1;1
512478;514438;1;1
512681;509540;1;3
512664;512371;1;14
512681;512729;1;2
512656;529397;1;1
557358;512435;2;4
557358;598186;1;4
512737;512354;2;1
512702;529389;1;1
512702;509868;2;1
512702;557358;2;2
512681;529346;1;2
545961;512818;1;2
512711;512478;1;1
512052;557358;1;14
512079;512672;1;2
512168;529320;1;1
512079;512354;1;1
512150;000000;1;8
512354;500011;1;1
512346;557358;1;1
512079;512648;2;1
509558;509809;1;16
557358;509248;2;1
509868;000000;1;48
509582;000000;1;23
509868;507032;1;1
509868;509884;2;2
512818;500011;1;1
509868;502863;1;1
509914;510157;1;9
509809;000000;1;19
509817;509591;1;1
509850;509540;1;20
509931;509001;2;1
509914;529443;2;1
509809;510149;2;4
509850;528595;2;9
509850;529354;1;5
509809;510114;1;4
509809;506338;2;1
509850;513610;2;1
509884;510157;1;10
509850;508179;2;1
509884;529427;2;1
510033;510149;1;1
509931;507440;2;4
509931;000000;2;13
510033;000000;1;16
510092;508438;1;2
510033;509001;2;1
509914;529371;1;2
509906;529435;2;2
509931;513997;2;1
509931;504025;2;2
509931;516589;2;1
509931;506524;2;1
509914;513300;1;1
509931;507873;1;1
509892;506745;1;1
509914;504581;2;2
509817;529311;2;1
509591;517402;1;2
509591;510114;2;3
509591;508217;1;1
509680;512371;2;2
509591;510262;1;1
509582;517402;1;1
509566;510106;2;1
510203;509868;1;104
510203;510203;1;520
510025;510203;1;1
510050;509931;1;1
510092;510106;1;3
510033;557358;1;1
510998;509019;2;1
510998;505820;2;2
510998;523526;1;1
510246;529443;2;1
510203;513881;2;1
510203;512842;2;1
510998;511048;1;1
510203;599824;1;1
510629;510262;2;5
510629;529346;1;1
510301;511765;1;1
510629;529311;2;1
510530;510262;1;10
510441;509001;2;1
510637;510815;1;1
512729;512222;1;29
511005;510998;1;854
511005;529354;2;1
511102;510998;1;80
512729;529320;1;5
512729;508438;2;9
507407;529401;2;1
511056;517402;2;2
512605;512273;2;4
512460;506338;1;1
512699;529320;2;1
512117;512575;1;1
512273;528595;2;1
512621;514225;1;2
512117;512494;1;4
512559;512036;1;5
512117;512460;1;1
512338;512125;2;1
512621;512044;1;1
512222;512273;1;1
512273;508551;2;2
512699;516589;1;1
512699;525529;1;1
510661;510599;1;4
510637;509744;2;1
510670;510726;1;4
510815;510785;1;9
510742;510262;1;14
510823;510734;2;1
510718;516589;2;1
510742;510599;1;1
510807;510441;1;1
510785;528595;1;2
510785;529371;2;2
510785;529389;2;1
510807;509701;1;1
509949;509949;2;15
509795;518719;1;56
509876;509701;1;2
510106;510203;1;3
510114;545333;1;1
510114;519006;1;1
518719;000000;2;2
518719;510173;1;7
512788;508438;1;1
510114;509981;2;2
510114;509914;1;2
509604;513997;1;1
510114;504998;1;1
510190;509981;1;3
510238;509655;1;29
510190;510190;2;8
510173;999999;1;3
510238;508438;1;3
510106;518158;1;1
510173;509795;2;1
510106;509698;1;1
517402;529435;1;3
517402;517984;1;24
517402;505820;1;33
517402;517429;1;18
