obecA;obecB;Periodicita dochadzky;POCET
501824;503835;1;3
501573;523381;1;1
501778;508209;2;1
501930;501468;1;2
502006;501204;2;1
501638;529354;1;3
555576;507938;1;2
580554;503894;1;1
522732;522295;2;1
501573;501468;1;1
522279;522511;1;7
501905;501522;1;4
501522;501697;2;2
522864;999999;2;1
523259;522945;2;1
501921;514462;2;1
522783;526525;1;2
501638;501620;1;1
502006;529371;2;1
501727;501620;2;1
522902;523101;1;8
523208;000000;1;26
523097;523356;1;3
501859;501492;1;2
501875;501522;2;1
523186;523101;1;4
523348;000000;1;32
523275;544051;1;3
523151;516589;1;1
522481;599824;1;2
543853;522287;1;1
528404;505820;2;1
523356;999999;1;13
523241;000000;2;5
522791;522996;1;13
501956;501735;1;1
523151;599824;1;1
501891;529371;2;3
522872;523089;1;3
502014;529362;1;1
501522;501654;1;3
501867;529320;2;2
501956;501905;2;2
501905;503665;1;3
501832;545333;1;1
502014;501697;1;1
501824;508217;2;1
501875;501026;1;1
501905;501808;2;2
501573;508209;2;1
501832;999999;1;2
522864;543853;1;2
523101;520802;2;2
523356;522279;2;5
523135;999999;2;7
523291;543942;2;2
523241;999999;2;9
543853;518913;2;1
501433;508209;1;1
522589;523089;1;2
555665;516589;1;1
501433;555665;2;2
522732;999999;2;3
528137;528579;2;3
522651;525529;2;1
501816;599824;2;1
523054;517381;1;1
523127;523127;1;3
522848;503665;1;2
501727;501662;1;1
522759;522376;2;2
522279;525529;1;2
522651;522422;1;1
522368;523062;1;1
501573;501581;1;1
501930;501697;1;2
523119;999999;2;5
501620;508101;2;1
501573;503894;2;1
501620;508438;2;1
501816;501603;1;1
501778;501905;2;1
543942;528331;2;1
501981;555541;1;1
522872;543942;1;4
522571;522805;1;1
523241;523089;1;8
522431;598151;1;2
501999;529435;1;1
501905;502987;1;1
522686;522627;1;1
523259;599816;1;2
522431;522376;1;4
522597;999999;2;3
522287;520004;2;1
522295;523186;1;5
522767;523101;1;3
522589;523224;1;1
543853;528323;1;3
522431;503665;1;1
522279;501778;2;1
528277;528633;1;3
528307;528579;1;2
522767;999999;1;3
528404;528099;1;1
523291;599824;1;1
523364;523003;1;1
522791;523101;1;4
528579;528285;1;1
523208;999999;2;3
543853;518263;1;1
523356;529389;1;1
523097;519006;2;1
522961;520004;2;1
523062;506745;1;1
523186;522805;1;1
522961;522708;1;1
522724;000000;2;2
528307;528579;2;2
523216;522279;2;6
543870;543942;1;6
523364;528595;1;2
523186;543942;1;2
523194;522996;1;1
522368;523101;1;1
523127;543942;2;1
523127;522660;1;1
523101;507440;1;1
528404;599824;1;2
523101;529460;1;3
528714;507741;1;1
523119;543942;1;1
523054;500011;1;1
523364;523313;2;1
528579;501026;1;1
522651;528722;1;1
543942;502863;2;1
526452;523585;2;3
526401;526401;1;70
526487;000000;1;44
526452;528595;1;2
522511;598224;2;1
522431;522899;1;1
526487;543624;1;8
526461;543292;2;5
543381;999999;1;6
543471;543578;2;2
543179;506745;1;1
526410;543292;2;1
543608;526355;2;8
522449;517402;1;1
513857;543870;1;1
526517;598224;1;2
543292;543268;2;1
523348;544051;1;1
543276;999999;2;2
526517;000000;2;7
526614;526614;1;27
526614;598682;2;1
526461;000000;1;15
526479;543462;1;1
543578;529371;1;3
543608;543608;2;10
526380;000000;2;6
526517;526355;1;12
513857;528293;1;1
528633;598224;2;1
543888;528447;1;4
581640;999999;2;1
523216;522368;1;1
543675;543390;1;11
528404;500011;2;1
522694;510106;2;1
528463;528463;2;1
522694;518158;1;1
522376;523364;1;1
522546;999999;1;3
523097;543853;1;1
526495;526355;2;1
523364;522805;1;1
523135;520004;1;1
523194;504025;1;1
523241;522929;2;1
523241;599913;1;1
523275;521141;1;1
543942;521698;1;1
522783;524140;1;1
523101;599841;2;1
522279;529141;2;1
523364;522864;1;1
526380;526657;1;5
526614;526614;2;5
526495;526509;1;1
543292;504998;1;2
543292;517402;2;2
523186;522481;1;1
543292;510726;1;1
543462;508217;2;1
581640;526495;1;1
543292;521493;2;1
543691;543675;1;2
543390;523381;1;1
526401;523925;1;1
543390;543420;1;1
543292;557358;1;1
543624;599824;1;2
543292;529311;2;2
526401;523925;2;2
543624;528099;2;1
581640;599824;1;1
543624;514462;1;1
543225;599018;1;1
543675;543675;2;1
526495;525260;1;1
543381;543594;1;1
581640;543578;2;2
543292;509001;2;1
543608;543624;2;1
543608;560103;2;1
543624;512036;1;1
543292;500828;1;1
522449;508497;1;1
543314;526355;1;1
543641;526657;1;3
526525;526355;1;2
526479;523381;1;1
526525;524140;1;1
543446;543594;1;1
543420;526355;2;1
543624;543292;2;2
526401;529371;1;1
526371;518719;1;1
543314;000000;2;2
526487;523682;1;1
543292;507440;2;1
543390;506745;1;1
526487;526592;1;1
543292;526410;1;1
543292;543641;1;1
526487;599816;1;1
543292;508063;1;1
526517;559687;1;1
526479;507032;2;1
519162;519006;1;58
528595;529460;2;52
503011;000000;1;2909
521639;999999;1;19
521931;599824;1;131
519006;524140;1;234
521698;598186;1;63
503011;500011;1;403
521698;559873;1;11
519812;524140;1;8
525600;000000;2;2
519006;529320;1;130
503380;500011;1;353
503592;529354;1;13
525871;525529;1;170
503495;503011;1;27
503631;500011;1;36
528595;000000;2;923
526339;999999;1;17
519138;529320;1;1
519961;519006;1;174
503401;000000;1;105
503592;506745;1;13
521973;559687;1;133
522082;598151;1;2
521205;598194;1;2
519782;529320;1;4
525529;529320;1;55
521337;522147;1;2
503614;000000;2;79
519928;000000;1;2
503126;503126;1;40
503011;503401;2;1
521370;000000;1;96
582361;000000;1;79
525529;526096;1;58
521485;599841;2;16
525634;999999;2;68
525910;525910;1;9
525529;526266;1;25
503631;503151;1;4
522007;598186;1;13
521698;599841;2;182
503606;528595;2;4
503088;999999;1;56
521892;598186;1;34
519006;529460;1;13
519057;524140;1;2
521850;599841;1;58
503380;503380;1;172
521299;598224;1;67
525529;529346;1;28
559784;598186;1;11
503070;999999;1;46
503011;506745;1;33
526347;526347;1;30
503185;000000;1;103
525529;525634;2;10
522082;522082;1;6
503011;503487;1;3
503584;501026;2;9
521591;599093;1;12
521248;599824;1;53
522023;599841;2;9
519464;999999;2;16
521591;598224;1;31
522104;598151;1;8
526185;526282;1;15
522261;999999;1;8
521736;598151;1;9
528595;501905;1;18
521736;522139;1;1
521388;599093;1;19
521353;599093;1;3
528595;513016;2;1
525529;525910;1;3
519936;529320;1;5
503401;000000;2;35
519227;529346;1;6
521680;000000;1;64
522066;598151;1;6
521817;598127;1;1
521558;526509;1;1
503011;500968;1;4
521965;599841;1;31
521736;521205;1;1
519286;524140;1;2
522007;599841;2;11
519324;999999;2;20
503452;503452;2;42
521884;521523;1;1
525758;525782;1;8
519162;524140;1;9
521698;598224;1;56
522040;500011;2;1
521299;528595;1;7
525707;508438;2;1
503533;503011;2;12
519006;519111;1;5
519006;518158;2;3
525898;000000;1;49
519201;524140;1;7
528595;517402;1;1
521604;528595;1;1
503274;529320;1;11
519324;999999;1;31
519014;528595;1;1
521671;598224;1;27
519243;528595;1;2
526312;599093;1;1
519456;519456;2;14
521850;599841;2;26
519618;598186;1;2
528595;524140;1;3
519839;000000;1;43
521931;522082;1;2
519863;000000;2;9
526207;508217;1;1
519553;524140;1;3
522091;599824;2;3
525740;525782;2;4
503614;529460;1;4
521698;521400;1;6
522139;599913;1;2
525669;526096;2;14
526096;599816;1;1
522261;000000;2;18
503533;508021;1;1
519553;519006;2;3
521337;559687;2;5
521965;506338;2;1
503550;508438;2;1
503533;529460;1;3
521469;599891;1;1
503398;000000;2;39
521850;521850;1;22
582361;503584;2;18
519871;519871;2;4
521698;522074;1;1
521299;598186;2;19
503321;508217;1;1
525651;000000;1;48
503045;558320;1;3
519006;519456;1;8
521655;999999;2;6
503231;503231;2;15
503339;000000;1;23
525871;560022;1;7
503584;556092;1;29
503380;503282;1;13
503631;529320;2;18
503321;529346;1;5
522040;599841;1;17
521493;522074;1;3
519006;519421;1;25
503215;529419;1;1
503584;503339;1;1
503631;529419;1;1
503592;507741;1;1
503380;503282;2;2
503363;503479;1;8
503592;529371;2;5
503631;599824;2;1
503592;501034;1;4
503584;503568;1;9
503592;529362;1;2
503631;500011;2;1
503592;500739;1;1
503614;503762;1;4
503576;501395;1;1
503576;503339;1;7
503592;522376;2;1
503649;517381;2;1
503584;506745;1;2
503363;528595;2;4
503584;507032;1;1
503193;529354;1;1
503631;503452;1;1
503614;503223;2;2
503550;999999;2;88
503592;507938;1;2
503649;500011;1;15
503401;503452;1;1
503363;503266;1;2
503649;503665;2;2
556050;556050;2;11
556050;500933;2;2
556050;508021;2;1
503592;500950;2;1
503592;502065;2;1
503509;999999;1;4
503550;503185;2;3
503495;513440;1;1
503550;529346;1;2
503517;503550;1;11
503550;503584;1;15
503479;529346;2;2
503363;502821;1;1
503541;502961;1;1
503452;504998;1;2
503495;503614;1;1
503649;503029;2;1
503452;503584;1;1
503495;503398;1;3
582361;503665;2;2
503495;500011;1;10
503452;503762;1;1
503550;510262;1;2
503509;503991;1;2
503509;502413;1;1
503452;500887;1;1
503509;500691;1;3
503517;503517;2;3
503487;529320;2;2
503363;522279;2;1
556050;503398;1;3
503550;507440;1;1
503495;556050;2;1
503495;514268;2;1
503649;504017;2;1
528595;510998;2;4
519600;000000;2;2
528595;523381;2;1
528595;513881;2;1
528595;543004;1;1
521973;599816;2;4
521825;524140;2;1
521655;599093;2;6
599310;521779;1;2
521493;522066;1;11
521337;598151;1;8
521698;521370;2;1
521655;529320;1;4
521493;513016;1;1
521671;529320;1;4
521388;599841;2;8
521469;522139;1;1
521574;599824;2;10
521264;598224;1;6
521825;599824;1;23
521311;521931;1;4
521256;521663;1;1
521205;522007;1;1
521191;521191;1;10
521256;598186;2;1
521159;598224;1;16
521329;598682;1;1
521809;599824;2;2
521639;598224;2;7
521159;599093;2;2
521639;521884;1;1
521299;522147;1;2
521850;599875;1;5
521752;599816;1;10
521574;598127;1;1
521345;599816;2;5
521698;599794;1;8
521663;598186;1;2
521671;599816;2;8
521523;521558;2;1
521914;000000;1;7
521787;521698;1;3
521922;000000;1;52
582093;599841;1;16
521809;598682;2;1
522031;559831;1;2
521892;522066;1;18
521345;599794;1;6
521957;599816;1;17
518140;598224;1;11
521141;521299;2;1
521175;599093;2;1
521973;521698;1;2
522210;598224;2;2
521884;000000;1;53
521205;599816;1;30
521281;599841;2;2
521442;599816;1;6
521426;599824;2;5
521426;599816;1;5
521175;599841;1;10
521485;521698;2;6
522244;598151;1;6
521370;521558;2;3
522139;559865;1;2
526045;598224;1;2
525642;999999;1;4
526339;999999;2;15
522139;598682;2;2
525898;599093;2;1
522201;598186;1;7
582093;522074;2;1
526339;526339;1;43
521370;521299;2;3
526045;529320;2;3
521680;599891;1;2
525847;525529;2;2
526215;525693;1;1
525707;525707;1;11
525952;000000;1;6
526215;510998;1;1
525529;515612;1;10
521884;599824;2;9
522244;599841;2;4
514578;515612;1;9
525618;543357;2;8
526045;999999;1;14
525847;526185;1;1
525600;999999;2;3
525553;525651;1;28
525634;512842;2;1
522252;999999;1;5
525863;560049;1;10
560031;000000;1;47
521370;521400;2;1
521931;522007;1;2
521931;581674;1;1
521931;502413;1;1
522139;521698;1;1
521779;000000;1;20
522180;599824;2;2
521663;999999;2;2
503240;503347;1;1
560022;999999;1;10
525910;598682;1;1
526096;598186;1;1
559784;521400;1;4
525651;520004;2;1
503568;529354;2;2
521141;599883;2;1
521639;598151;2;1
521558;599786;1;1
521612;510998;2;1
521663;582514;1;1
519006;519057;1;2
521680;599794;1;3
521469;599794;1;3
521671;508063;2;2
503061;529389;1;2
521418;521299;1;1
521388;599816;2;2
503223;504017;2;5
521141;599841;1;2
503321;503321;2;19
503312;000000;1;22
525529;529338;1;6
525740;598224;1;3
525839;525529;1;32
526347;507938;2;1
560049;525782;2;1
525693;999999;1;7
521353;599875;1;1
560031;999999;1;10
525529;599841;2;5
526291;525529;2;1
503088;500933;1;1
521965;599875;2;1
522147;598151;2;1
521736;599093;2;1
503321;999999;1;23
503029;504025;1;1
503126;503592;1;27
503525;503312;1;2
521272;598151;1;4
503070;503070;1;93
503215;503274;1;5
503151;503495;1;2
503215;503177;1;2
503100;529346;2;1
503291;999999;2;16
503151;529460;1;2
503282;506745;1;3
521884;521612;1;5
503355;502324;2;2
503185;508179;1;1
503606;503011;1;13
521159;598186;2;3
503070;502031;1;1
525693;525791;1;4
521311;599883;1;1
503134;503215;1;2
522252;559784;2;1
521281;598224;1;9
503011;510998;2;3
522147;521400;1;4
521302;598208;1;1
503037;999999;1;22
556092;529320;1;2
503045;506745;1;2
503266;529346;2;5
503312;503584;2;5
522091;598682;1;2
559784;599824;2;7
518115;521957;1;2
525898;526312;1;1
526207;525634;1;1
503207;502031;1;1
556033;000000;1;24
525651;515612;1;2
526096;529320;1;3
526061;525863;1;2
521884;599875;1;2
526061;000000;2;3
525715;525715;1;1
525723;526045;1;3
522066;521655;1;2
522139;524140;1;1
560065;560065;1;10
522139;599816;2;9
521655;599883;1;1
521361;524140;2;1
522147;521698;1;6
521922;522279;2;1
525707;526665;1;1
521761;522147;1;1
526347;525791;1;1
525855;000000;1;2
526274;526096;1;1
560049;524140;2;1
521345;521973;1;1
503011;529427;2;2
503011;529419;1;4
503011;513881;1;2
521612;521213;1;1
503011;501735;2;1
503207;000000;1;21
503568;529346;2;2
521540;598186;2;1
521442;524140;2;1
521493;525529;1;2
525863;560022;1;7
559687;528595;1;1
521591;529354;1;1
521663;599841;2;1
525529;515612;2;2
521248;598208;2;1
525561;525669;1;1
525626;511391;1;2
526096;508438;2;1
521183;522091;1;1
522261;598208;1;2
522139;599794;2;2
521574;521833;2;2
521795;598224;2;4
521612;598186;2;1
580252;598682;1;1
582514;999999;2;6
521604;599794;1;3
521361;598208;1;1
521302;599794;1;5
521175;559784;1;2
521639;524778;1;1
582514;521400;2;1
521566;999999;2;1
503282;514292;2;1
521655;521698;1;1
522074;521698;1;1
521914;598186;1;2
522082;599794;1;1
521949;521698;1;8
522121;599093;1;4
521213;525448;1;1
521965;521957;1;1
522015;598186;2;3
521418;517402;1;1
521311;521213;1;1
521728;522180;1;2
521299;522066;1;2
582514;525529;1;1
521884;599816;2;1
521761;521698;1;4
582514;508179;1;1
521299;523381;2;1
559784;521922;1;1
521906;598151;1;2
521892;598127;2;1
521205;521248;1;1
521299;522261;2;2
518140;598682;2;1
521256;999999;1;1
522261;598224;2;2
521345;503665;1;1
522074;529371;1;2
503070;503479;2;1
521698;526266;1;1
503371;529320;1;3
522023;598186;2;4
503584;501158;1;1
521892;521850;1;1
521345;524697;1;1
521892;508055;1;1
582093;598186;2;1
559784;529346;2;1
503282;503126;1;2
559865;529320;1;1
526215;528099;1;1
525693;525693;2;3
525871;598224;1;2
503258;528595;1;3
503011;529419;2;2
503525;529320;1;1
503266;508217;2;1
525634;526355;1;1
503321;529354;2;2
521884;521221;1;1
518115;599093;1;2
521345;521221;1;1
521752;521671;1;1
525642;526096;2;3
526231;999999;1;7
526070;000000;1;2
521311;521400;2;1
521957;599786;1;2
521817;522082;2;1
521337;599824;2;3
522040;598127;1;1
525707;999999;2;4
556033;503584;2;4
525642;525782;1;2
526339;526134;2;1
525529;525928;1;1
521612;522163;1;2
525669;525651;2;1
526291;543357;1;2
525910;598151;1;1
521892;513881;2;3
521957;528099;1;1
514748;511765;1;1
525596;580899;1;1
525782;560022;1;3
525731;525871;1;1
525529;598224;2;3
525821;515612;1;4
525529;521370;1;1
525898;526053;1;1
526177;000000;2;3
526193;525545;1;1
526096;560065;1;1
522198;528293;1;1
521841;521523;1;1
599310;599310;1;2
522015;522015;2;2
525529;543179;1;1
526347;529320;1;1
526053;525693;1;1
521957;522279;2;1
521418;529435;1;1
521370;599794;2;1
521922;580252;1;1
525961;525537;1;1
525596;508438;1;1
525731;525731;2;1
518115;559687;2;1
522015;000000;2;2
521787;521698;2;1
522091;598682;2;1
526096;508063;2;1
521698;521671;2;2
521299;599875;1;1
521752;509540;2;1
521981;521400;2;1
519006;524778;2;1
522155;598151;1;1
521876;559784;2;1
525626;525537;1;3
522180;598186;1;1
525651;515612;2;1
503240;518506;1;1
519171;999999;2;16
521311;599824;2;1
521655;598127;2;1
521353;521744;1;1
560065;525651;1;2
526126;529371;2;1
525782;559873;2;1
519804;519804;1;14
526339;523933;2;1
519006;519634;1;7
521981;598127;1;1
521931;523216;2;1
519294;519294;1;24
521591;598127;1;1
521329;599093;1;1
559784;522139;1;1
519782;529320;2;3
519804;519006;1;32
503045;503151;1;1
519944;519588;1;9
519456;599824;1;2
519481;519481;1;31
519138;999999;1;16
519065;524140;2;1
519669;519774;1;1
519235;519235;2;14
519421;529320;2;2
519766;599824;1;1
519936;599841;1;5
519472;524140;1;12
519294;999999;2;40
519472;000000;1;9
521973;524743;1;1
525529;507156;2;1
519006;512036;1;2
519936;599824;1;4
519707;519707;1;48
521469;598682;2;1
525634;598682;2;2
559865;529338;1;1
526096;526312;1;1
521345;529320;2;1
560022;525651;2;1
519006;507156;1;1
519944;519197;1;5
560031;525782;2;1
519014;000000;2;10
519618;522279;2;1
521370;559831;2;1
519171;544230;1;1
519731;529346;1;1
519588;506338;1;1
519936;519456;1;1
519570;599824;2;2
519685;522279;2;1
519766;999999;1;35
525529;515850;2;1
503151;529311;2;1
519367;519171;1;2
519243;999999;2;16
519961;526665;2;1
519511;519006;1;1
519979;598224;1;1
519219;519006;1;9
518140;521400;1;1
521698;521566;1;1
521213;559687;1;1
521299;525529;1;1
503517;529346;1;3
503100;529371;2;1
503223;529389;1;1
503151;500402;1;1
503525;503207;1;2
503258;502413;1;2
503223;529362;1;1
503258;000000;2;10
503070;529354;2;1
503070;504025;1;3
521183;521825;1;2
556050;502031;1;3
503215;518158;1;1
503592;506877;1;1
503398;500917;1;2
503118;529346;2;2
503347;503584;2;5
503045;504998;2;1
503126;580899;1;2
503321;529419;2;1
503517;503215;1;3
556092;529460;1;1
503631;522376;2;1
519324;505315;1;1
503011;558320;2;1
521779;599841;2;1
503029;503665;1;1
503011;501115;1;2
503011;529494;1;1
503231;500011;1;2
521892;529346;1;1
521582;559784;1;1
521728;521523;1;2
503231;529320;2;2
521817;598224;2;1
503126;558320;1;1
503291;529320;2;2
526096;515132;2;1
559865;599875;1;1
522040;529320;1;1
522171;521299;1;1
521221;598151;2;1
522210;528595;1;1
521906;521205;1;1
525651;529320;2;1
525961;525961;2;1
526126;526355;2;1
526134;506524;1;1
521965;598682;2;1
525871;505820;1;1
522015;598224;2;1
503207;529320;1;2
521965;598208;1;1
521931;523313;2;1
503207;529460;2;2
522091;521353;1;1
503193;501328;2;1
526096;525898;1;4
526312;521698;2;1
526347;529389;1;1
525669;599093;2;1
503282;503509;1;1
503614;529427;1;1
503282;582387;1;1
522139;521493;1;1
525707;525545;2;1
559865;529311;1;1
521931;512036;2;1
525634;526282;1;1
525642;598224;1;1
525863;559873;2;1
503134;500011;1;3
503371;502031;1;1
525545;528595;1;1
503363;503053;1;1
525529;504025;1;1
560049;526355;1;1
503011;503495;2;1
503185;501204;2;1
503169;529311;2;1
556092;503240;2;1
525545;525651;1;1
525782;514519;1;1
503053;516643;2;1
503070;529338;2;1
503037;503312;1;2
503398;500577;1;1
526223;599824;1;1
503126;529338;2;1
525782;521400;2;1
503070;506745;1;1
503011;555908;1;1
503223;529354;2;1
503266;529338;1;1
503371;504998;1;1
518964;519936;1;9
519006;527491;1;2
503011;512851;1;1
519189;519618;1;1
519103;500011;2;1
519201;000000;2;5
519103;999999;1;7
519006;508233;2;1
503011;503193;1;1
519511;999999;1;2
519006;510726;1;1
519235;518590;2;1
519821;523381;2;1
519618;000000;2;13
519588;523585;1;1
519405;000000;1;6
519812;508233;1;2
519359;529338;2;1
519375;519456;1;1
519626;000000;1;1
519359;519197;1;2
519219;526959;1;1
519308;000000;2;2
519791;599824;2;1
519901;999999;2;9
519774;519570;1;2
519278;000000;1;4
519936;529371;1;1
519006;519740;1;1
519057;999999;2;3
519006;508918;1;1
519235;529338;2;2
519201;524140;2;1
519545;599824;1;1
519171;599841;2;1
519227;519324;1;1
519341;519936;2;1
519081;519081;2;2
519201;502031;2;1
519294;599824;2;2
519839;519839;2;1
519464;519715;1;1
519171;518158;1;1
519693;519251;1;1
519936;519014;1;3
519014;524727;1;3
519286;507466;1;1
519961;505820;1;1
519979;524140;1;2
519740;519006;1;1
519669;527106;1;1
519472;519456;1;2
519341;581674;1;1
519049;524620;1;1
519791;523381;2;1
519219;524620;1;1
519294;519049;1;1
519111;519006;2;1
519791;526941;1;1
519324;519936;2;1
519456;527696;1;1
519243;598224;2;1
519049;519707;1;2
519049;599824;2;1
519189;523381;2;1
519693;519456;1;2
519766;525260;2;1
519103;519197;2;1
519570;519871;2;1
519618;519171;1;1
519464;598224;1;1
519928;999999;1;1
519006;522139;1;1
519499;599824;1;1
519464;525430;1;1
519715;502413;2;1
519871;529320;1;1
519235;525529;2;1
519766;519162;1;1
519626;519430;1;1
519405;524336;1;1
503835;000000;1;241
599093;528595;1;4
504009;000000;1;1242
520462;520624;2;1
512729;000000;1;384
503665;529320;1;170
599093;599093;2;28
504149;529460;1;10
504009;504017;1;55
504017;529346;1;110
555789;555789;1;124
503959;528595;1;12
512311;510998;1;2
504131;508217;1;196
503746;503746;1;150
503975;503975;2;11
520896;000000;1;54
599093;599093;1;165
504025;529460;1;36
520004;518158;1;4
503665;529354;1;64
599816;508438;1;2
512729;512681;1;3
